"V1","text"
"LARTIUS:","book 5"
"My horse to yours, no.","book 5"
"MARCIUS:","book 5"
"'Tis done.","book 5"
"LARTIUS:","book 5"
"Agreed.","book 5"
"MARCIUS:","book 5"
"Say, has our general met the enemy?","book 5"
"Messenger:","book 5"
"They lie in view; but have not spoke as yet.","book 5"
"LARTIUS:","book 5"
"So, the good horse is mine.","book 5"
"MARCIUS:","book 5"
"I'll buy him of you.","book 5"
"LARTIUS:","book 5"
"No, I'll nor sell nor give him: lend you him I will","book 5"
"For half a hundred years. Summon the town.","book 5"
"MARCIUS:","book 5"
"How far off lie these armies?","book 5"
"Messenger:","book 5"
"Within this mile and half.","book 5"
"MARCIUS:","book 5"
"Then shall we hear their 'larum, and they ours.","book 5"
"Now, Mars, I prithee, make us quick in work,","book 5"
"That we with smoking swords may march from hence,","book 5"
"To help our fielded friends! Come, blow thy blast.","book 5"
"Tutus Aufidius, is he within your walls?","book 5"
"First Senator:","book 5"
"No, nor a man that fears you less than he,","book 5"
"That's lesser than a little.","book 5"
"Hark! our drums","book 5"
"Are bringing forth our youth. We'll break our walls,","book 5"
"Rather than they shall pound us up: our gates,","book 5"
"Which yet seem shut, we, have but pinn'd with rushes;","book 5"
"They'll open of themselves.","book 5"
"Hark you. far off!","book 5"
"There is Aufidius; list, what work he makes","book 5"
"Amongst your cloven army.","book 5"
"MARCIUS:","book 5"
"O, they are at it!","book 5"
"LARTIUS:","book 5"
"Their noise be our instruction. Ladders, ho!","book 5"
"MARCIUS:","book 5"
"They fear us not, but issue forth their city.","book 5"
"Now put your shields before your hearts, and fight","book 5"
"With hearts more proof than shields. Advance,","book 5"
"brave Titus:","book 5"
"They do disdain us much beyond our thoughts,","book 5"
"Which makes me sweat with wrath. Come on, my fellows:","book 5"
"He that retires I'll take him for a Volsce,","book 5"
"And he shall feel mine edge.","book 5"
"MARCIUS:","book 5"
"All the contagion of the south light on you,","book 5"
"You shames of Rome! you herd of--Boils and plagues","book 5"
"Plaster you o'er, that you may be abhorr'd","book 5"
"Further than seen and one infect another","book 5"
"Against the wind a mile! You souls of geese,","book 5"
"That bear the shapes of men, how have you run","book 5"
"From slaves that apes would beat! Pluto and hell!","book 5"
"All hurt behind; backs red, and faces pale","book 5"
"With flight and agued fear! Mend and charge home,","book 5"
"Or, by the fires of heaven, I'll leave the foe","book 5"
"And make my wars on you: look to't: come on;","book 5"
"If you'll stand fast, we'll beat them to their wives,","book 5"
"As they us to our trenches followed.","book 5"
"So, now the gates are ope: now prove good seconds:","book 5"
"'Tis for the followers fortune widens them,","book 5"
"Not for the fliers: mark me, and do the like.","book 5"
"First Soldier:","book 5"
"Fool-hardiness; not I.","book 5"
"Second Soldier:","book 5"
"Nor I.","book 5"
"First Soldier:","book 5"
"See, they have shut him in.","book 5"
"All:","book 5"
"To the pot, I warrant him.","book 5"
"LARTIUS:","book 5"
"What is become of Marcius?","book 5"
"All:","book 5"
"Slain, sir, doubtless.","book 5"
"First Soldier:","book 5"
"Following the fliers at the very heels,","book 5"
"With them he enters; who, upon the sudden,","book 5"
"Clapp'd to their gates: he is himself alone,","book 5"
"To answer all the city.","book 5"
"LARTIUS:","book 5"
"O noble fellow!","book 5"
"Who sensibly outdares his senseless sword,","book 5"
"And, when it bows, stands up. Thou art left, Marcius:","book 5"
"A carbuncle entire, as big as thou art,","book 5"
"Were not so rich a jewel. Thou wast a soldier","book 5"
"Even to Cato's wish, not fierce and terrible","book 5"
"Only in strokes; but, with thy grim looks and","book 5"
"The thunder-like percussion of thy sounds,","book 5"
"Thou madst thine enemies shake, as if the world","book 5"
"Were feverous and did tremble.","book 5"
"First Soldier:","book 5"
"Look, sir.","book 5"
"LARTIUS:","book 5"
"O,'tis Marcius!","book 5"
"Let's fetch him off, or make remain alike.","book 5"
"First Roman:","book 5"
"This will I carry to Rome.","book 5"
"Second Roman:","book 5"
"And I this.","book 5"
"Third Roman:","book 5"
"A murrain on't! I took this for silver.","book 5"
"MARCIUS:","book 5"
"See here these movers that do prize their hours","book 5"
"At a crack'd drachm! Cushions, leaden spoons,","book 5"
"Irons of a doit, doublets that hangmen would","book 5"
"Bury with those that wore them, these base slaves,","book 5"
"Ere yet the fight be done, pack up: down with them!","book 5"
"And hark, what noise the general makes! To him!","book 5"
"There is the man of my soul's hate, Aufidius,","book 5"
"Piercing our Romans: then, valiant Titus, take","book 5"
"Convenient numbers to make good the city;","book 5"
"Whilst I, with those that have the spirit, will haste","book 5"
"To help Cominius.","book 5"
"LARTIUS:","book 5"
"Worthy sir, thou bleed'st;","book 5"
"Thy exercise hath been too violent for","book 5"
"A second course of fight.","book 5"
"MARCIUS:","book 5"
"Sir, praise me not;","book 5"
"My work hath yet not warm'd me: fare you well:","book 5"
"The blood I drop is rather physical","book 5"
"Than dangerous to me: to Aufidius thus","book 5"
"I will appear, and fight.","book 5"
"LARTIUS:","book 5"
"Now the fair goddess, Fortune,","book 5"
"Fall deep in love with thee; and her great charms","book 5"
"Misguide thy opposers' swords! Bold gentleman,","book 5"
"Prosperity be thy page!","book 5"
"MARCIUS:","book 5"
"Thy friend no less","book 5"
"Than those she placeth highest! So, farewell.","book 5"
"LARTIUS:","book 5"
"Thou worthiest Marcius!","book 5"
"Go, sound thy trumpet in the market-place;","book 5"
"Call thither all the officers o' the town,","book 5"
"Where they shall know our mind: away!","book 5"
"COMINIUS:","book 5"
"Breathe you, my friends: well fought;","book 5"
"we are come off","book 5"
"Like Romans, neither foolish in our stands,","book 5"
"Nor cowardly in retire: believe me, sirs,","book 5"
"We shall be charged again. Whiles we have struck,","book 5"
"By interims and conveying gusts we have heard","book 5"
"The charges of our friends. Ye Roman gods!","book 5"
"Lead their successes as we wish our own,","book 5"
"That both our powers, with smiling","book 5"
"fronts encountering,","book 5"
"May give you thankful sacrifice.","book 5"
"Thy news?","book 5"
"Messenger:","book 5"
"The citizens of Corioli have issued,","book 5"
"And given to Lartius and to Marcius battle:","book 5"
"I saw our party to their trenches driven,","book 5"
"And then I came away.","book 5"
"COMINIUS:","book 5"
"Though thou speak'st truth,","book 5"
"Methinks thou speak'st not well.","book 5"
"How long is't since?","book 5"
"Messenger:","book 5"
"Above an hour, my lord.","book 5"
"COMINIUS:","book 5"
"'Tis not a mile; briefly we heard their drums:","book 5"
"How couldst thou in a mile confound an hour,","book 5"
"And bring thy news so late?","book 5"
"Messenger:","book 5"
"Spies of the Volsces","book 5"
"Held me in chase, that I was forced to wheel","book 5"
"Three or four miles about, else had I, sir,","book 5"
"Half an hour since brought my report.","book 5"
"COMINIUS:","book 5"
"Who's yonder,","book 5"
"That does appear as he were flay'd? O gods","book 5"
"He has the stamp of Marcius; and I have","book 5"
"Before-time seen him thus.","book 5"
"MARCIUS:","book 5"
"COMINIUS:","book 5"
"The shepherd knows not thunder from a tabour","book 5"
"More than I know the sound of Marcius' tongue","book 5"
"From every meaner man.","book 5"
"MARCIUS:","book 5"
"Come I too late?","book 5"
"COMINIUS:","book 5"
"Ay, if you come not in the blood of others,","book 5"
"But mantled in your own.","book 5"
"MARCIUS:","book 5"
"O, let me clip ye","book 5"
"In arms as sound as when I woo'd, in heart","book 5"
"As merry as when our nuptial day was done,","book 5"
"And tapers burn'd to bedward!","book 5"
"COMINIUS:","book 5"
"Flower of warriors,","book 5"
"How is it with Titus Lartius?","book 5"
"MARCIUS:","book 5"
"As with a man busied about decrees:","book 5"
"Condemning some to death, and some to exile;","book 5"
"Ransoming him, or pitying, threatening the other;","book 5"
"Holding Corioli in the name of Rome,","book 5"
"Even like a fawning greyhound in the leash,","book 5"
"To let him slip at will.","book 5"
"COMINIUS:","book 5"
"Where is that slave","book 5"
"Which told me they had beat you to your trenches?","book 5"
"Where is he? call him hither.","book 5"
"MARCIUS:","book 5"
"Let him alone;","book 5"
"He did inform the truth: but for our gentlemen,","book 5"
"The common file--a plague! tribunes for them!--","book 5"
"The mouse ne'er shunn'd the cat as they did budge","book 5"
"From rascals worse than they.","book 5"
"COMINIUS:","book 5"
"But how prevail'd you?","book 5"
"MARCIUS:","book 5"
"Will the time serve to tell? I do not think.","book 5"
"Where is the enemy? are you lords o' the field?","book 5"
"If not, why cease you till you are so?","book 5"
"COMINIUS:","book 5"
"Marcius,","book 5"
"We have at disadvantage fought and did","book 5"
"Retire to win our purpose.","book 5"
"MARCIUS:","book 5"
"How lies their battle? know you on which side","book 5"
"They have placed their men of trust?","book 5"
"COMINIUS:","book 5"
"As I guess, Marcius,","book 5"
"Their bands i' the vaward are the Antiates,","book 5"
"Of their best trust; o'er them Aufidius,","book 5"
"Their very heart of hope.","book 5"
"MARCIUS:","book 5"
"I do beseech you,","book 5"
"By all the battles wherein we have fought,","book 5"
"By the blood we have shed together, by the vows","book 5"
"We have made to endure friends, that you directly","book 5"
"Set me against Aufidius and his Antiates;","book 5"
"And that you not delay the present, but,","book 5"
"Filling the air with swords advanced and darts,","book 5"
"We prove this very hour.","book 5"
"COMINIUS:","book 5"
"Though I could wish","book 5"
"You were conducted to a gentle bath","book 5"
"And balms applied to, you, yet dare I never","book 5"
"Deny your asking: take your choice of those","book 5"
"That best can aid your action.","book 5"
"MARCIUS:","book 5"
"Those are they","book 5"
"That most are willing. If any such be here--","book 5"
"As it were sin to doubt--that love this painting","book 5"
"Wherein you see me smear'd; if any fear","book 5"
"Lesser his person than an ill report;","book 5"
"If any think brave death outweighs bad life","book 5"
"And that his country's dearer than himself;","book 5"
"Let him alone, or so many so minded,","book 5"
"Wave thus, to express his disposition,","book 5"
"And follow Marcius.","book 5"
"O, me alone! make you a sword of me?","book 5"
"If these shows be not outward, which of you","book 5"
"But is four Volsces? none of you but is","book 5"
"Able to bear against the great Aufidius","book 5"
"A shield as hard as his. A certain number,","book 5"
"Though thanks to all, must I select","book 5"
"from all: the rest","book 5"
"Shall bear the business in some other fight,","book 5"
"As cause will be obey'd. Please you to march;","book 5"
"And four shall quickly draw out my command,","book 5"
"Which men are best inclined.","book 5"
"COMINIUS:","book 5"
"March on, my fellows:","book 5"
"Make good this ostentation, and you shall","book 5"
"Divide in all with us.","book 5"
"LARTIUS:","book 5"
"So, let the ports be guarded: keep your duties,","book 5"
"As I have set them down. If I do send, dispatch","book 5"
"Those centuries to our aid: the rest will serve","book 5"
"For a short holding: if we lose the field,","book 5"
"We cannot keep the town.","book 5"
"Lieutenant:","book 5"
"Fear not our care, sir.","book 5"
"LARTIUS:","book 5"
"Hence, and shut your gates upon's.","book 5"
"Our guider, come; to the Roman camp conduct us.","book 5"
"MARCIUS:","book 5"
"I'll fight with none but thee; for I do hate thee","book 5"
"Worse than a promise-breaker.","book 5"
"AUFIDIUS:","book 5"
"We hate alike:","book 5"
"Not Afric owns a serpent I abhor","book 5"
"More than thy fame and envy. Fix thy foot.","book 5"
"MARCIUS:","book 5"
"Let the first budger die the other's slave,","book 5"
"And the gods doom him after!","book 5"
"AUFIDIUS:","book 5"
"If I fly, Marcius,","book 5"
"Holloa me like a hare.","book 5"
"MARCIUS:","book 5"
"Within these three hours, Tullus,","book 5"
"Alone I fought in your Corioli walls,","book 5"
"And made what work I pleased: 'tis not my blood","book 5"
"Wherein thou seest me mask'd; for thy revenge","book 5"
"Wrench up thy power to the highest.","book 5"
"AUFIDIUS:","book 5"
"Wert thou the Hector","book 5"
"That was the whip of your bragg'd progeny,","book 5"
"Thou shouldst not scape me here.","book 5"
"Officious, and not valiant, you have shamed me","book 5"
"In your condemned seconds.","book 5"
"COMINIUS:","book 5"
"If I should tell thee o'er this thy day's work,","book 5"
"Thou'ldst not believe thy deeds: but I'll report it","book 5"
"Where senators shall mingle tears with smiles,","book 5"
"Where great patricians shall attend and shrug,","book 5"
"I' the end admire, where ladies shall be frighted,","book 5"
"And, gladly quaked, hear more; where the","book 5"
"dull tribunes,","book 5"
"That, with the fusty plebeians, hate thine honours,","book 5"
"Shall say against their hearts 'We thank the gods","book 5"
"Our Rome hath such a soldier.'","book 5"
"Yet camest thou to a morsel of this feast,","book 5"
"Having fully dined before.","book 5"
"LARTIUS:","book 5"
"O general,","book 5"
"Here is the steed, we the caparison:","book 5"
"Hadst thou beheld--","book 5"
"MARCIUS:","book 5"
"Pray now, no more: my mother,","book 5"
"Who has a charter to extol her blood,","book 5"
"When she does praise me grieves me. I have done","book 5"
"As you have done; that's what I can; induced","book 5"
"As you have been; that's for my country:","book 5"
"He that has but effected his good will","book 5"
"Hath overta'en mine act.","book 5"
"COMINIUS:","book 5"
"You shall not be","book 5"
"The grave of your deserving; Rome must know","book 5"
"The value of her own: 'twere a concealment","book 5"
"Worse than a theft, no less than a traducement,","book 5"
"To hide your doings; and to silence that,","book 5"
"Which, to the spire and top of praises vouch'd,","book 5"
"Would seem but modest: therefore, I beseech you","book 5"
"In sign of what you are, not to reward","book 5"
"What you have done--before our army hear me.","book 5"
"MARCIUS:","book 5"
"I have some wounds upon me, and they smart","book 5"
"To hear themselves remember'd.","book 5"
"COMINIUS:","book 5"
"Should they not,","book 5"
"Well might they fester 'gainst ingratitude,","book 5"
"And tent themselves with death. Of all the horses,","book 5"
"Whereof we have ta'en good and good store, of all","book 5"
"The treasure in this field achieved and city,","book 5"
"We render you the tenth, to be ta'en forth,","book 5"
"Before the common distribution, at","book 5"
"Your only choice.","book 5"
"MARCIUS:","book 5"
"I thank you, general;","book 5"
"But cannot make my heart consent to take","book 5"
"A bribe to pay my sword: I do refuse it;","book 5"
"And stand upon my common part with those","book 5"
"That have beheld the doing.","book 5"
"MARCIUS:","book 5"
"May these same instruments, which you profane,","book 5"
"Never sound more! when drums and trumpets shall","book 5"
"I' the field prove flatterers, let courts and cities be","book 5"
"Made all of false-faced soothing!","book 5"
"When steel grows soft as the parasite's silk,","book 5"
"Let him be made a coverture for the wars!","book 5"
"No more, I say! For that I have not wash'd","book 5"
"My nose that bled, or foil'd some debile wretch.--","book 5"
"Which, without note, here's many else have done,--","book 5"
"You shout me forth","book 5"
"In acclamations hyperbolical;","book 5"
"As if I loved my little should be dieted","book 5"
"In praises sauced with lies.","book 5"
"COMINIUS:","book 5"
"Too modest are you;","book 5"
"More cruel to your good report than grateful","book 5"
"To us that give you truly: by your patience,","book 5"
"If 'gainst yourself you be incensed, we'll put you,","book 5"
"Like one that means his proper harm, in manacles,","book 5"
"Then reason safely with you. Therefore, be it known,","book 5"
"As to us, to all the world, that Caius Marcius","book 5"
"Wears this war's garland: in token of the which,","book 5"
"My noble steed, known to the camp, I give him,","book 5"
"With all his trim belonging; and from this time,","book 5"
"For what he did before Corioli, call him,","book 5"
"With all the applause and clamour of the host,","book 5"
"CAIUS MARCIUS CORIOLANUS! Bear","book 5"
"The addition nobly ever!","book 5"
"All:","book 5"
"Caius Marcius Coriolanus!","book 5"
"CORIOLANUS:","book 5"
"I will go wash;","book 5"
"And when my face is fair, you shall perceive","book 5"
"Whether I blush or no: howbeit, I thank you.","book 5"
"I mean to stride your steed, and at all times","book 5"
"To undercrest your good addition","book 5"
"To the fairness of my power.","book 5"
"COMINIUS:","book 5"
"So, to our tent;","book 5"
"Where, ere we do repose us, we will write","book 5"
"To Rome of our success. You, Titus Lartius,","book 5"
"Must to Corioli back: send us to Rome","book 5"
"The best, with whom we may articulate,","book 5"
"For their own good and ours.","book 5"
"LARTIUS:","book 5"
"I shall, my lord.","book 5"
"CORIOLANUS:","book 5"
"The gods begin to mock me. I, that now","book 5"
"Refused most princely gifts, am bound to beg","book 5"
"Of my lord general.","book 5"
"COMINIUS:","book 5"
"Take't; 'tis yours. What is't?","book 5"
"CORIOLANUS:","book 5"
"I sometime lay here in Corioli","book 5"
"At a poor man's house; he used me kindly:","book 5"
"He cried to me; I saw him prisoner;","book 5"
"But then Aufidius was within my view,","book 5"
"And wrath o'erwhelm'd my pity: I request you","book 5"
"To give my poor host freedom.","book 5"
"COMINIUS:","book 5"
"O, well begg'd!","book 5"
"Were he the butcher of my son, he should","book 5"
"Be free as is the wind. Deliver him, Titus.","book 5"
"LARTIUS:","book 5"
"Marcius, his name?","book 5"
"CORIOLANUS:","book 5"
"By Jupiter! forgot.","book 5"
"I am weary; yea, my memory is tired.","book 5"
"Have we no wine here?","book 5"
"COMINIUS:","book 5"
"Go we to our tent:","book 5"
"The blood upon your visage dries; 'tis time","book 5"
"It should be look'd to: come.","book 5"
"AUFIDIUS:","book 5"
"The town is ta'en!","book 5"
"First Soldier:","book 5"
"'Twill be deliver'd back on good condition.","book 5"
"AUFIDIUS:","book 5"
"Condition!","book 5"
"I would I were a Roman; for I cannot,","book 5"
"Being a Volsce, be that I am. Condition!","book 5"
"What good condition can a treaty find","book 5"
"I' the part that is at mercy? Five times, Marcius,","book 5"
"I have fought with thee: so often hast thou beat me,","book 5"
"And wouldst do so, I think, should we encounter","book 5"
"As often as we eat. By the elements,","book 5"
"If e'er again I meet him beard to beard,","book 5"
"He's mine, or I am his: mine emulation","book 5"
"Hath not that honour in't it had; for where","book 5"
"I thought to crush him in an equal force,","book 5"
"True sword to sword, I'll potch at him some way","book 5"
"Or wrath or craft may get him.","book 5"
"First Soldier:","book 5"
"He's the devil.","book 5"
"AUFIDIUS:","book 5"
"Bolder, though not so subtle. My valour's poison'd","book 5"
"With only suffering stain by him; for him","book 5"
"Shall fly out of itself: nor sleep nor sanctuary,","book 5"
"Being naked, sick, nor fane nor Capitol,","book 5"
"The prayers of priests nor times of sacrifice,","book 5"
"Embarquements all of fury, shall lift up","book 5"
"Their rotten privilege and custom 'gainst","book 5"
"My hate to Marcius: where I find him, were it","book 5"
"At home, upon my brother's guard, even there,","book 5"
"Against the hospitable canon, would I","book 5"
"Wash my fierce hand in's heart. Go you to the city;","book 5"
"Learn how 'tis held; and what they are that must","book 5"
"Be hostages for Rome.","book 5"
"First Soldier:","book 5"
"Will not you go?","book 5"
"AUFIDIUS:","book 5"
"I am attended at the cypress grove: I pray you--","book 5"
"'Tis south the city mills--bring me word thither","book 5"
"How the world goes, that to the pace of it","book 5"
"I may spur on my journey.","book 5"
"First Soldier:","book 5"
"I shall, sir.","book 5"
"MENENIUS:","book 5"
"The augurer tells me we shall have news to-night.","book 5"
"BRUTUS:","book 5"
"Good or bad?","book 5"
"MENENIUS:","book 5"
"Not according to the prayer of the people, for they","book 5"
"love not Marcius.","book 5"
"SICINIUS:","book 5"
"Nature teaches beasts to know their friends.","book 5"
"MENENIUS:","book 5"
"Pray you, who does the wolf love?","book 5"
"SICINIUS:","book 5"
"The lamb.","book 5"
"MENENIUS:","book 5"
"Ay, to devour him; as the hungry plebeians would the","book 5"
"noble Marcius.","book 5"
"BRUTUS:","book 5"
"He's a lamb indeed, that baes like a bear.","book 5"
"MENENIUS:","book 5"
"He's a bear indeed, that lives like a lamb. You two","book 5"
"are old men: tell me one thing that I shall ask you.","book 5"
"Both:","book 5"
"Well, sir.","book 5"
"MENENIUS:","book 5"
"In what enormity is Marcius poor in, that you two","book 5"
"have not in abundance?","book 5"
"BRUTUS:","book 5"
"He's poor in no one fault, but stored with all.","book 5"
"SICINIUS:","book 5"
"Especially in pride.","book 5"
"BRUTUS:","book 5"
"And topping all others in boasting.","book 5"
"MENENIUS:","book 5"
"This is strange now: do you two know how you are","book 5"
"censured here in the city, I mean of us o' the","book 5"
"right-hand file? do you?","book 5"
"Both:","book 5"
"Why, how are we censured?","book 5"
"MENENIUS:","book 5"
"Because you talk of pride now,--will you not be angry?","book 5"
"Both:","book 5"
"Well, well, sir, well.","book 5"
"MENENIUS:","book 5"
"Why, 'tis no great matter; for a very little thief of","book 5"
"occasion will rob you of a great deal of patience:","book 5"
"give your dispositions the reins, and be angry at","book 5"
"your pleasures; at the least if you take it as a","book 5"
"pleasure to you in being so. You blame Marcius for","book 5"
"being proud?","book 5"
"BRUTUS:","book 5"
"We do it not alone, sir.","book 5"
"MENENIUS:","book 5"
"I know you can do very little alone; for your helps","book 5"
"are many, or else your actions would grow wondrous","book 5"
"single: your abilities are too infant-like for","book 5"
"doing much alone. You talk of pride: O that you","book 5"
"could turn your eyes toward the napes of your necks,","book 5"
"and make but an interior survey of your good selves!","book 5"
"O that you could!","book 5"
"BRUTUS:","book 5"
"What then, sir?","book 5"
"MENENIUS:","book 5"
"Why, then you should discover a brace of unmeriting,","book 5"
"proud, violent, testy magistrates, alias fools, as","book 5"
"any in Rome.","book 5"
"SICINIUS:","book 5"
"Menenius, you are known well enough too.","book 5"
"MENENIUS:","book 5"
"I am known to be a humorous patrician, and one that","book 5"
"loves a cup of hot wine with not a drop of allaying","book 5"
"Tiber in't; said to be something imperfect in","book 5"
"favouring the first complaint; hasty and tinder-like","book 5"
"upon too trivial motion; one that converses more","book 5"
"with the buttock of the night than with the forehead","book 5"
"of the morning: what I think I utter, and spend my","book 5"
"malice in my breath. Meeting two such wealsmen as","book 5"
"you are--I cannot call you Lycurguses--if the drink","book 5"
"you give me touch my palate adversely, I make a","book 5"
"crooked face at it. I can't say your worships have","book 5"
"delivered the matter well, when I find the ass in","book 5"
"compound with the major part of your syllables: and","book 5"
"though I must be content to bear with those that say","book 5"
"you are reverend grave men, yet they lie deadly that","book 5"
"tell you you have good faces. If you see this in","book 5"
"the map of my microcosm, follows it that I am known","book 5"
"well enough too? what barm can your bisson","book 5"
"conspectuities glean out of this character, if I be","book 5"
"known well enough too?","book 5"
"BRUTUS:","book 5"
"Come, sir, come, we know you well enough.","book 5"
"MENENIUS:","book 5"
"You know neither me, yourselves nor any thing. You","book 5"
"are ambitious for poor knaves' caps and legs: you","book 5"
"wear out a good wholesome forenoon in hearing a","book 5"
"cause between an orange wife and a fosset-seller;","book 5"
"and then rejourn the controversy of three pence to a","book 5"
"second day of audience. When you are hearing a","book 5"
"matter between party and party, if you chance to be","book 5"
"pinched with the colic, you make faces like","book 5"
"mummers; set up the bloody flag against all","book 5"
"patience; and, in roaring for a chamber-pot,","book 5"
"dismiss the controversy bleeding the more entangled","book 5"
"by your hearing: all the peace you make in their","book 5"
"cause is, calling both the parties knaves. You are","book 5"
"a pair of strange ones.","book 5"
"BRUTUS:","book 5"
"Come, come, you are well understood to be a","book 5"
"perfecter giber for the table than a necessary","book 5"
"bencher in the Capitol.","book 5"
"MENENIUS:","book 5"
"Our very priests must become mockers, if they shall","book 5"
"encounter such ridiculous subjects as you are. When","book 5"
"you speak best unto the purpose, it is not worth the","book 5"
"wagging of your beards; and your beards deserve not","book 5"
"so honourable a grave as to stuff a botcher's","book 5"
"cushion, or to be entombed in an ass's pack-","book 5"
"saddle. Yet you must be saying, Marcius is proud;","book 5"
"who in a cheap estimation, is worth predecessors","book 5"
"since Deucalion, though peradventure some of the","book 5"
"best of 'em were hereditary hangmen. God-den to","book 5"
"your worships: more of your conversation would","book 5"
"infect my brain, being the herdsmen of the beastly","book 5"
"plebeians: I will be bold to take my leave of you.","book 5"
"How now, my as fair as noble ladies,--and the moon,","book 5"
"were she earthly, no nobler,--whither do you follow","book 5"
"your eyes so fast?","book 5"
"VOLUMNIA:","book 5"
"Honourable Menenius, my boy Marcius approaches; for","book 5"
"the love of Juno, let's go.","book 5"
"MENENIUS:","book 5"
"Ha! Marcius coming home!","book 5"
"VOLUMNIA:","book 5"
"Ay, worthy Menenius; and with most prosperous","book 5"
"approbation.","book 5"
"MENENIUS:","book 5"
"Take my cap, Jupiter, and I thank thee. Hoo!","book 5"
"Marcius coming home!","book 5"
"VOLUMNIA:","book 5"
"Nay,'tis true.","book 5"
"VOLUMNIA:","book 5"
"Look, here's a letter from him: the state hath","book 5"
"another, his wife another; and, I think, there's one","book 5"
"at home for you.","book 5"
"MENENIUS:","book 5"
"I will make my very house reel tonight: a letter for","book 5"
"me!","book 5"
"VIRGILIA:","book 5"
"Yes, certain, there's a letter for you; I saw't.","book 5"
"MENENIUS:","book 5"
"A letter for me! it gives me an estate of seven","book 5"
"years' health; in which time I will make a lip at","book 5"
"the physician: the most sovereign prescription in","book 5"
"Galen is but empiricutic, and, to this preservative,","book 5"
"of no better report than a horse-drench. Is he","book 5"
"not wounded? he was wont to come home wounded.","book 5"
"VIRGILIA:","book 5"
"O, no, no, no.","book 5"
"VOLUMNIA:","book 5"
"O, he is wounded; I thank the gods for't.","book 5"
"MENENIUS:","book 5"
"So do I too, if it be not too much: brings a'","book 5"
"victory in his pocket? the wounds become him.","book 5"
"VOLUMNIA:","book 5"
"On's brows: Menenius, he comes the third time home","book 5"
"with the oaken garland.","book 5"
"MENENIUS:","book 5"
"Has he disciplined Aufidius soundly?","book 5"
"VOLUMNIA:","book 5"
"Titus Lartius writes, they fought together, but","book 5"
"Aufidius got off.","book 5"
"MENENIUS:","book 5"
"And 'twas time for him too, I'll warrant him that:","book 5"
"an he had stayed by him, I would not have been so","book 5"
"fidiused for all the chests in Corioli, and the gold","book 5"
"that's in them. Is the senate possessed of this?","book 5"
"VOLUMNIA:","book 5"
"Good ladies, let's go. Yes, yes, yes; the senate","book 5"
"has letters from the general, wherein he gives my","book 5"
"son the whole name of the war: he hath in this","book 5"
"action outdone his former deeds doubly","book 5"
"VALERIA:","book 5"
"In troth, there's wondrous things spoke of him.","book 5"
"MENENIUS:","book 5"
"Wondrous! ay, I warrant you, and not without his","book 5"
"true purchasing.","book 5"
"VIRGILIA:","book 5"
"The gods grant them true!","book 5"
"VOLUMNIA:","book 5"
"True! pow, wow.","book 5"
"MENENIUS:","book 5"
"True! I'll be sworn they are true.","book 5"
"Where is he wounded?","book 5"
"God save your good worships! Marcius is coming","book 5"
"home: he has more cause to be proud. Where is he wounded?","book 5"
"VOLUMNIA:","book 5"
"I' the shoulder and i' the left arm there will be","book 5"
"large cicatrices to show the people, when he shall","book 5"
"stand for his place. He received in the repulse of","book 5"
"Tarquin seven hurts i' the body.","book 5"
"MENENIUS:","book 5"
"One i' the neck, and two i' the thigh,--there's","book 5"
"nine that I know.","book 5"
"VOLUMNIA:","book 5"
"He had, before this last expedition, twenty-five","book 5"
"wounds upon him.","book 5"
"MENENIUS:","book 5"
"Now it's twenty-seven: every gash was an enemy's grave.","book 5"
"Hark! the trumpets.","book 5"
"VOLUMNIA:","book 5"
"These are the ushers of Marcius: before him he","book 5"
"carries noise, and behind him he leaves tears:","book 5"
"Death, that dark spirit, in 's nervy arm doth lie;","book 5"
"Which, being advanced, declines, and then men die.","book 5"
"Herald:","book 5"
"Know, Rome, that all alone Marcius did fight","book 5"
"Within Corioli gates: where he hath won,","book 5"
"With fame, a name to Caius Marcius; these","book 5"
"In honour follows Coriolanus.","book 5"
"Welcome to Rome, renowned Coriolanus!","book 5"
"All:","book 5"
"Welcome to Rome, renowned Coriolanus!","book 5"
"CORIOLANUS:","book 5"
"No more of this; it does offend my heart:","book 5"
"Pray now, no more.","book 5"
"COMINIUS:","book 5"
"Look, sir, your mother!","book 5"
"CORIOLANUS:","book 5"
"O,","book 5"
"You have, I know, petition'd all the gods","book 5"
"For my prosperity!","book 5"
"VOLUMNIA:","book 5"
"Nay, my good soldier, up;","book 5"
"My gentle Marcius, worthy Caius, and","book 5"
"By deed-achieving honour newly named,--","book 5"
"What is it?--Coriolanus must I call thee?--","book 5"
"But O, thy wife!","book 5"
"CORIOLANUS:","book 5"
"My gracious silence, hail!","book 5"
"Wouldst thou have laugh'd had I come coffin'd home,","book 5"
"That weep'st to see me triumph? Ay, my dear,","book 5"
"Such eyes the widows in Corioli wear,","book 5"
"And mothers that lack sons.","book 5"
"MENENIUS:","book 5"
"Now, the gods crown thee!","book 5"
"CORIOLANUS:","book 5"
"And live you yet?","book 5"
"O my sweet lady, pardon.","book 5"
"VOLUMNIA:","book 5"
"I know not where to turn: O, welcome home:","book 5"
"And welcome, general: and ye're welcome all.","book 5"
"MENENIUS:","book 5"
"A hundred thousand welcomes. I could weep","book 5"
"And I could laugh, I am light and heavy. Welcome.","book 5"
"A curse begin at very root on's heart,","book 5"
