"V1","text"
"“Darling, you haven’t counted Auntie Marge’s present, see, it’s here","book 1"
"under this big one from Mummy and Daddy.”","book 1"
"“All right, thirty-seven then,” said Dudley, going red in the face. Harry,","book 1"
"who could see a huge Dudley tantrum coming on, began wolfing down his bacon","book 1"
"as fast as possible in case Dudley turned the table over.","book 1"
"Aunt Petunia obviously scented danger, too, because she said quickly,","book 1"
"“And we’ll buy you another two presents while we’re out today. How’s that,","book 1"
"popkin? Two more presents. Is that all right”","book 1"
"Dudley thought for a moment. It looked like hard work. Finally he said","book 1"
"slowly, “So I’ll have thirty...thirty...”","book 1"
"“Thirty-nine, sweetums,” said Aunt Petunia.","book 1"
"“Oh.” Dudley sat down heavily and grabbed the nearest parcel. “All right","book 1"
"then.”","book 1"
"Uncle Vernon chuckled.","book 1"
"“Little tyke wants his money’s worth, just like his father. ’Atta boy,","book 1"
"Dudley!” He ruffled Dudley’s hair.","book 1"
"At that moment the telephone rang and Aunt Petunia went to answer it","book 1"
"while Harry and Uncle Vernon watched Dudley unwrap the racing bike, a video","book 1"
"camera, a remote control airplane, sixteen new computer games, and a VCR. He","book 1"
"was ripping the paper off a gold wristwatch when Aunt Petunia came back from","book 1"
"the telephone looking both angry and worried.","book 1"
"“Bad news, Vernon,” she said. “Mrs. Figg’s broken her leg. She can’t","book 1"
"take him.” She jerked her head in Harry’s direction.","book 1"
"Dudley’s mouth fell open in horror, but Harry’s heart gave a leap. Every","book 1"
"year on Dudley’s birthday, his parents took him and a friend out for the day, to","book 1"
"adventure parks, hamburger restaurants, or the movies. Every year, Harry was","book 1"
"left behind with Mrs. Figg, a mad old lady who lived two streets away. Harry","book 1"
"hated it there. The whole house smelled of cabbage and Mrs. Figg made him","book 1"
"look at photographs of all the cats she’d ever owned.","book 1"
"“Now what?” said Aunt Petunia, looking furiously at Harry as though","book 1"
"he’d planned this. Harry knew he ought to feel sorry that Mrs. Figg had broken","book 1"
"her leg, but it wasn’t easy when he reminded himself it would be a whole year","book 1"
"before he had to look at Tibbles, Snowy, Mr. Paws, and Tufty again.","book 1"
"“We could phone Marge,” Uncle Vernon suggested.","book 1"
"“Don’t be silly, Vernon, she hates the boy.”","book 1"
"The Dursleys often spoke about Harry like this, as though he wasn’t there","book 1"
"— or rather, as though he was something very nasty that couldn’t understand","book 1"
"them, like a slug.","book 1"
"“What about what’s-her-name, your friend — Yvonne?”","book 1"
"“On vacation in Majorca,” snapped Aunt Petunia.","book 1"
"“You could just leave me here,” Harry put in hopefully (he’d be able to","book 1"
"watch what he wanted on television for a change and maybe even have a go on","book 1"
"Dudley’s computer).","book 1"
"Aunt Petunia looked as though she’d just swallowed a lemon.","book 1"
"“And come back and find the house in ruins?” she snarled.","book 1"
"“I won’t blow up the house,” said Harry, but they weren’t listening.","book 1"
"“I suppose we could take him to the zoo,” said Aunt Petunia slowly, “…","book 1"
"and leave him in the car.…”","book 1"
"“That car’s new, he’s not sitting in it alone.…”","book 1"
"Dudley began to cry loudly. In fact, he wasn’t really crying — it had","book 1"
"been years since he’d really cried — but he knew that if he screwed up his face","book 1"
"and wailed, his mother would give him anything he wanted.","book 1"
"“Dinky Duddydums, don’t cry, Mummy won’t let him spoil your special","book 1"
"day!” she cried, flinging her arms around him.","book 1"
"“I…don’t…want…him…t-t-to come!” Dudley yelled between huge,","book 1"
"pretend sobs. “He always sp-spoils everything!” He shot Harry a nasty grin","book 1"
"through the gap in his mother’s arms.","book 1"
"Just then, the doorbell rang — “Oh, good Lord, they’re here!” said Aunt","book 1"
"Petunia frantically — and a moment later, Dudley’s best friend, Piers Polkiss,","book 1"
"walked in with his mother. Piers was a scrawny boy with a face like a rat. He","book 1"
"was usually the one who held people’s arms behind their backs while Dudley hit","book 1"
"them. Dudley stopped pretending to cry at once.","book 1"
"Half an hour later, Harry, who couldn’t believe his luck, was sitting in the","book 1"
"back of the Dursleys’ car with Piers and Dudley, on the way to the zoo for the","book 1"
"first time in his life. His aunt and uncle hadn’t been able to think of anything else","book 1"
"to do with him, but before they’d left, Uncle Vernon had taken Harry aside.","book 1"
"“I’m warning you,” he had said, putting his large purple face right up","book 1"
"close to Harry’s, “I’m warning you now, boy — any funny business, anything at","book 1"
"all — and you’ll be in that cupboard from now until Christmas.”","book 1"
"“I’m not going to do anything,” said Harry, “honestly…”","book 1"
"But Uncle Vernon didn’t believe him. No one ever did.","book 1"
"The problem was, strange things often happened around Harry and it was","book 1"
"just no good telling the Dursleys he didn’t make them happen.","book 1"
"Once, Aunt Petunia, tired of Harry coming back from the barbers looking","book 1"
"as though he hadn’t been at all, had taken a pair of kitchen scissors and cut his","book 1"
"hair so short he was almost bald except for his bangs, which she left “to hide that","book 1"
"horrible scar.” Dudley had laughed himself silly at Harry, who spent a sleepless","book 1"
"night imagining school the next day, where he was already laughed at for his","book 1"
"baggy clothes and taped glasses. Next morning, however, he had gotten up to","book 1"
"find his hair exactly as it had been before Aunt Petunia had sheared it off He had","book 1"
"been given a week in his cupboard for this, even though he had tried to explain","book 1"
"that he couldn’t explain how it had grown back so quickly.","book 1"
"Another time, Aunt Petunia had been trying to force him into a revolting","book 1"
"old sweater of Dudley’s (brown with orange puff balls). The harder she tried to","book 1"
"pull it over his head, the smaller it seemed to become, until finally it might have","book 1"
"fitted a hand puppet, but certainly wouldn’t fit Harry. Aunt Petunia had decided","book 1"
"it must have shrunk in the wash and, to his great relief, Harry wasn’t punished.","book 1"
"On the other hand, he’d gotten into terrible trouble for being found on the","book 1"
"roof of the school kitchens. Dudley’s gang had been chasing him as usual when,","book 1"
"as much to Harry’s surprise as anyone else’s, there he was sitting on the","book 1"
"chimney. The Dursleys had received a very angry letter from Harry’s","book 1"
"headmistress telling them Harry had been climbing school buildings. But all he’d","book 1"
"tried to do (as he shouted at Uncle Vernon through the locked door of his","book 1"
"cupboard) was jump behind the big trash cans outside the kitchen doors. Harry","book 1"
"supposed that the wind must have caught him in mid-jump.","book 1"
"But today, nothing was going to go wrong. It was even worth being with","book 1"
"Dudley and Piers to be spending the day somewhere that wasn’t school, his","book 1"
"cupboard, or Mrs. Figg’s cabbage-smelling living room.","book 1"
"While he drove, Uncle Vernon complained to Aunt Petunia. He liked to","book 1"
"complain about things: people at work, Harry, the council, Harry, the bank, and","book 1"
"Harry were just a few of his favorite subjects. This morning, it was motorcycles.","book 1"
"“…roaring along like maniacs, the young hoodlums,” he said, as a","book 1"
"motorcycle overtook them.","book 1"
"“I had a dream about a motorcycle,” said Harry, remembering suddenly.","book 1"
"“It was flying.”","book 1"
"Uncle Vernon nearly crashed into the car in front. He turned right around","book 1"
"in his seat and yelled at Harry, his face like a gigantic beet with a mustache:","book 1"
"“MOTORCYCLES DON’T FLY!”","book 1"
"Dudley and Piers sniggered.","book 1"
"“I know they don’t,” said Harry. “It was only a dream.”","book 1"
